UniprotID,Length,Molecular_Weight (kDa),num_theoretical_peptides,num_unique
Q9UKX7,468,50.14379499999998,28,28
Q9Y226-2,468,52.165805000000006,14,14
Q9BYX2-6,468,54.417954999999985,19,19
Q14814-6,468,49.855845,11,11
O15231-5,468,49.971205000000005,24,24
Q5XG92-5,468,52.483824999999996,21,21
Q9Y6U3-3,468,52.813374999999986,26,26
Q96F44,468,52.773594999999986,22,22
Q96HE7,468,54.392145000000006,24,24
A6NK02,468,53.67714499999999,27,27
Q07869,468,52.224595,15,15
Q8WXD2,468,53.004845,27,27
P43353,468,51.839245,20,20
O43281-2,468,48.977824999999996,20,20
O75030-12,468,52.526215,16,16
Q9H0M4-2,468,52.70689499999999,19,19
Q8N9V2,468,53.001445,20,20
Q16625-2,468,52.705774999999996,15,15
Q9C0I9-2,468,53.767625,26,26
Q96F44-3,467,52.64542,22,22
Q99928,467,54.28816,15,15
P49768,467,52.667339999999996,18,18
Q86YB8,467,53.54262,26,26
Q16537,467,54.69887,21,21
Q8IWW8,467,50.307420000000015,22,22
Q8NCP5-4,467,51.76442000000001,15,15
O15198,467,52.49304,22,22
Q9H7Z6-2,467,53.08495,28,28
A8MPY1,467,54.271100000000004,16,16
O60481,467,50.56906000000001,11,11
P07954-2,467,50.212430000000005,24,24
O76013,467,52.246550000000006,28,28
P33241-3,467,50.38844999999999,17,17
P41279,467,52.924020000000006,27,27
Q9GZM7,467,52.38709000000001,21,21
P49761-3,467,56.206190000000014,22,22
O43298,467,52.63019000000001,21,21
Q8IYB5,467,50.38620999999999,9,9
Q8WXI3,467,50.89360000000001,25,25
Q15796,467,52.30576000000001,18,18
Q9H869-7,467,50.63385,19,19
P49758-8,467,54.048120000000004,20,20
Q9BVK2-2,467,53.18053999999999,14,14
O75354-2,467,51.15832000000001,22,22
Q8WTR4-3,467,52.138419999999996,14,14
Q8IV32,467,49.64763000000001,24,24
O94810,467,52.94547000000001,20,20
Q5H9K5-2,467,55.545069999999996,20,19
Q17RR3,467,52.25341,26,26
Q5VV63-2,467,51.86707000000001,15,15
Q05877,467,52.15043,23,23
P18507,467,54.16178000000001,21,21
Q9BTE3-3,467,52.651759999999996,24,24
P22894,467,53.411719999999995,22,22
P13056-2,467,51.19246999999999,18,18
Q8WUY9-2,467,54.72569,30,30
Q99784-3,467,54.11695,18,18
Q9NUN5-3,467,53.43459,16,16
P54315,467,51.84736999999999,25,25
O95498-6,467,52.84322000000002,19,19
Q9UJW0-3,467,53.15157,20,20
Q96ID5,467,51.83481999999999,24,24
O14896,467,53.129389999999994,21,21
Q9H3H1,467,52.72484000000001,28,28
Q9BTY2,467,54.06631000000001,25,25
Q14916,467,51.13104,12,12
Q6PII3,467,53.95717,19,19
P09086-2,467,49.80091999999999,13,13
Q9NQ32,467,51.60892,22,22
Q9NPF5,467,52.992129999999996,26,26
Q9Y6M7-14,467,52.691629999999996,28,28
Q6P6C2-1,467,52.25462,18,18
Q13137-3,467,54.60422,26,26
P21917,467,48.359860000000005,9,9
Q9Y286,467,51.142329999999994,15,15
P20073-2,466,50.315335,19,19
P23769-2,466,49.105954999999994,13,13
Q96JF0-2,466,52.926795,21,21
P04066,466,53.688475000000004,21,21
Q86UG4-3,466,51.397685,22,22
Q13231,466,51.68098499999999,23,23
Q86VR2,466,51.39560500000001,15,15
Q8TEH3-4,466,52.856585,19,19
P35557-2,466,52.135994999999994,20,20
P17752-2,466,53.393404999999994,25,25
Q6ZVZ8,466,50.802665000000005,28,28
Q0D2K0,466,50.057055000000005,18,18
Q13283,466,52.16404500000001,23,23
Q8N149-2,466,51.19950500000001,18,18
Q6AZY7-2,466,52.433105,22,22
P56693,466,49.910835,14,14
P48546,466,53.15620499999999,22,22
Q8WWZ4-4,466,53.112455000000004,12,12
P54868-2,466,52.481064999999994,22,22
Q4KMZ1,466,53.03185500000001,24,24
Q13505,466,51.476385,24,24
O76083-3,466,54.439294999999994,21,21
P46937-6,466,49.988275,17,17
Q2VIR3-2,466,50.543355000000005,21,21
Q15054,466,51.399984999999994,25,25
O75083-3,466,50.693754999999996,21,21
Q6UXE8,466,52.25018500000001,19,19
Q96P11-2,466,50.41040499999999,29,29
O75390,466,51.71202500000001,19,19
Q6ZUT6-4,466,49.680695,22,22
P08670,466,53.651165,34,34
Q05D32,466,52.99823500000001,18,18
Q6DN12-3,466,53.192355,24,24
Q8IYT4-2,466,52.780635,29,29
P24557-2,466,52.994875,21,21
Q15846,466,54.21434500000001,23,23
Q6E0U4-2,466,47.08120500000001,18,18
P08172,466,51.714605000000006,10,10
P42679-3,466,51.898325,23,23
Q86X45,466,54.254335,27,27
Q8N431,466,52.869275,21,21
Q9UJ96,466,51.23878500000001,19,19
P35348,466,51.486005,19,19
Q5FVE4-4,466,51.891104999999996,20,20
P0CAP1,466,54.205215,30,30
Q8N9N5-6,466,50.90472499999999,13,13
P22307-4,466,50.34153500000001,21,21
Q00013,466,52.296144999999996,24,24
Q7KYR7-5,466,53.20364499999999,21,21
Q8N2C7-6,466,52.131755000000005,23,23
P08709,466,51.593464999999995,21,21
O75530-2,466,53.060494999999996,26,26
O95780-3,466,54.445415000000004,20,20
Q86WP2-3,465,52.43703,24,24
O76083-4,465,54.095769999999995,22,22
A8K0Z3,465,50.32754,18,18
P56159,465,51.45525000000001,19,19
Q9H0F5-2,465,52.105729999999994,9,9
Q06413-2,465,50.33581000000001,14,14
O15488-6,465,51.25918,14,14
Q9UBC0,465,51.02323,14,14
O00635,465,53.415499999999994,19,19
Q9BSQ5-2,465,51.41191,25,25
Q8NDF8-2,465,51.84421,21,21
Q86VV4,465,52.21057999999999,20,20
Q9NV72,465,53.856939999999994,21,21
O15427,465,49.46889999999999,15,15
Q16719,465,52.35114000000001,25,25
Q8WWU5-6,465,51.94454999999999,21,21
Q8IUF8,465,52.79982999999999,19,19
P16233,465,51.15647999999999,23,23
Q8NCE0,465,53.24649,30,30
P35236-3,465,52.312110000000004,22,22
O60260,465,51.640269999999994,26,26
Q9NQB0-9,465,51.79396,21,21
Q15051-2,465,53.697720000000004,23,23
Q06330-5,465,51.876580000000004,16,16
Q96C03-3,465,50.481449999999995,20,20
Q14CB8-6,465,52.46588999999999,26,26
O60687,465,52.971369999999986,22,22
Q86X02,465,53.00999,25,25
P0DJG4,465,53.02763000000001,26,26
P35557,465,52.19107000000001,19,19
Q8NI38-2,465,50.297000000000004,15,15
Q16676,465,46.13958999999999,10,10
P29371,465,52.20135000000001,12,12
P49758-5,465,53.78690000000001,19,19
Q9Y5X2,465,52.568850000000005,23,23
Q9H3U5,465,51.20805,12,12
Q9HBH9,465,51.874399999999994,20,20
Q15797,465,52.25972,23,23
Q9BUB5,465,51.34191,18,18
Q9Y243-2,465,54.03144,27,27
Q9UI12-2,465,54.15083999999999,25,25
P78396,465,52.35757000000001,22,22
P08686-2,465,52.59698000000001,23,23
Q9C019,465,52.112110000000015,22,22
Q99717,465,52.257909999999995,23,23
P28476,465,54.15041000000001,19,19
Q8N1C3,465,53.59448999999999,15,15
Q6VEQ5,465,50.31159,19,19
Q5SXH7-5,465,52.53500999999999,24,24
O00716,465,49.16107000000001,14,14
Q6E0U4-16,465,46.944,18,18
Q5SZQ8,465,50.54738999999999,14,14
Q15208,465,54.18977,25,25
P78539,464,51.57143500000001,26,26
Q96M27-2,464,48.524825,13,13
P49326-3,464,52.476155000000006,26,26
P0C7X0,464,49.82816499999999,24,24
Q96GZ6-4,464,50.11153499999999,11,11
Q14790-2,464,53.767934999999994,27,27
P49336,464,53.283334999999994,21,21
P41235-2,464,51.618874999999996,18,18
A8MXZ1,464,49.90931500000001,23,23
P49821,464,50.816685000000014,25,25
Q5SZQ8-2,464,50.476315,14,14
P0C7V4,464,49.894304999999996,24,24
Q15428,464,49.255354999999994,14,14
A6NEW6,464,49.75809500000001,23,23
A6NKC0,464,49.80309499999999,25,25
A6NNJ1,464,49.737055,23,23
Q96NM4-3,464,49.111855000000006,12,12
Q96BR6,464,52.596175,21,21
Q5SQN1,464,52.561704999999996,26,26
Q96I51,464,49.996534999999994,23,23
Q96BR1-2,464,53.305265000000006,21,21
Q86UY8-2,464,54.66424499999999,25,25
Q5T5S1-2,464,54.20341499999999,27,27
Q86YD7,464,49.79295499999999,25,25
A8MX19,464,49.785145,23,23
A6NIJ5,464,50.025425,24,24
P61978-2,464,51.027795000000005,25,25
P04424,464,51.657505,24,24
P0C7W9,464,49.95233499999999,24,24
A8MXJ8,464,49.839185,23,23
Q53EZ4,464,54.17784499999999,25,25
Q9BZ67,464,51.21753499999999,22,22
P13688-8,464,50.52041499999999,17,17
A6NDY2,464,49.63490500000001,23,23
Q8IZ02-2,464,51.276234999999986,24,24
A8MWA6,464,49.873205,22,22
Q9BT22,464,52.51768499999999,21,21
Q96HQ0-6,464,53.462715,22,22
A6NE21,464,49.679065000000016,22,22
P53779,464,52.585015,22,22
P35557-3,464,52.034845,19,19
Q86UC2-2,464,52.685865,20,20
Q8TE99-2,464,53.256855,22,22
Q7Z3Y7,464,50.566984999999995,26,26
P78396-2,464,52.22943500000001,22,22
P14735-2,464,54.239375,25,25
Q9Y2H1,464,54.00242500000001,24,24
B1AKI9,464,52.106204999999996,21,21
P01008,464,52.601935000000005,27,27
P0C7W8,464,49.85222499999999,24,24
O75311,464,53.799775,18,18
Q5SZQ8-3,464,50.41827499999999,14,14
P85298,464,53.483315000000005,25,25
O00451,464,51.542995000000005,22,22
A6NJQ4,464,49.66092500000001,23,23
Q8IUF8-4,464,52.671695,19,19
Q96SA4-4,464,52.104335,10,10
Q8NHS4-2,464,52.983655000000006,25,25
Q9BZD4,464,54.30323500000001,27,27
Q6X9E4,464,53.05573499999999,20,20
Q9UGI9-2,464,51.483555,20,20
P04198,464,49.560835,16,16
Q9H9V9,463,52.492979999999996,23,23
Q5XG92-6,463,52.648559999999996,20,20
Q9Y336,463,50.08117,14,14
P48443,463,50.87071999999999,26,26
Q8TBB5-2,463,51.547259999999994,18,18
Q9Y230,463,51.156079999999996,26,26
P46098-3,463,53.76293999999998,18,18
P49336-2,463,53.15515999999999,21,21
Q9UL41,463,52.403789999999994,23,23
Q05639,463,50.46985999999999,20,20
Q8TBC4,463,51.851940000000006,24,24
P17948-6,463,52.61217,24,24
A6NDQ2,463,53.71398,21,21
Q9H9P8,463,50.31558,25,25
O00470-2,463,50.57539,18,18
Q6NXR0,463,50.287620000000004,23,23
Q9Y6M7-11,463,52.24812999999998,28,28
Q5VU92,463,51.200709999999994,26,26
Q6UXB8,463,49.47057,19,19
Q658T7,463,50.083760000000005,22,22
Q96C11-5,463,50.03417999999999,22,22
Q6QHF9-3,463,49.86028000000001,15,15
A6NEY3,463,55.64227,23,16
Q86SQ6-2,463,50.10049,15,15
O43670-2,463,49.69227,11,11
Q8ND56-2,463,50.553470000000004,20,20
Q8N6G6-6,463,50.56755,17,17
Q96H40,463,53.630329999999994,24,24
Q7Z4G4,463,53.420629999999996,18,18
O43307-2,463,54.96414,21,21
Q49MI3-3,463,52.44491999999998,20,20
P09086-3,463,49.46054999999999,13,13
Q96M63-4,463,50.37565,23,23
Q9Y261-2,463,48.90667,9,9
Q7Z3Q1-2,463,51.69306,8,8
P53634,463,51.853490000000015,21,21
O75306,463,52.54526,25,25
P61978,463,50.975809999999996,24,24
Q8ND56,463,50.529450000000004,20,20
Q9UM63,463,50.81879999999999,17,17
Q8IWY8-4,463,53.20873,22,22
Q06413-6,463,50.24183,14,14
Q9P2R7,463,50.31688,27,27
Q00G26,463,50.79095999999999,24,24
A6H8Y1-8,463,51.41915,18,18
P49768-2,463,52.19681,18,18
C4AMC7,463,49.994130000000006,19,19
Q5H8A4-4,463,51.26661,25,25
Q5VW00,463,50.80248,23,23
Q9NQG6,463,51.2925,18,18
Q9NQX6,463,53.738499999999995,19,19
Q96QB1-5,463,50.88920999999999,23,23
P43220,463,53.02521999999999,18,18
Q5VTE0,462,50.184725,21,21
P31644,462,52.14564499999999,21,21
Q8N5Y2-2,462,53.042415000000005,26,26
Q6UW02,462,52.43195499999999,27,27
Q70YC5-3,462,52.500294999999994,24,24
Q96M27-3,462,48.90634500000001,13,13
Q92759,462,52.185914999999994,22,22
Q6ZVM7-3,462,50.508174999999994,18,18
P11308-1,462,52.031125,23,23
P19793,462,50.81083499999999,24,24
Q5SRI9,462,53.67042499999999,17,17
Q8NBW4-2,462,52.71670499999999,19,19
O14733-2,462,51.880295,25,25
Q9UBW7-2,462,50.808705,19,19
P17014-3,462,54.051045000000016,30,25
O60343-4,462,53.849655,21,21
Q8IXR9-2,462,53.561054999999996,25,25
O60381-2,462,51.432745,19,19
Q5SXH7,462,51.838515,22,22
P18825,462,49.521585,10,10
Q9NVC3,462,49.965195,14,14
Q5H9L4,462,52.587565000000005,19,19
Q8N9Z0,462,53.48887499999999,24,24
Q9Y2I7-3,462,51.475005,21,21
A8MVW5,462,51.40640499999999,20,20
Q9ULV5-2,462,49.95167499999999,25,25
P17544-2,462,49.649125,17,17
Q16649,462,51.47123499999999,27,27
Q96G97-4,462,51.158225,16,16
P04279,462,52.130884999999985,29,27
Q86Y97,462,52.112444999999994,28,28
Q7Z601,462,51.10590499999999,21,21
Q13043-2,462,52.334895,27,27
Q9BQG2,462,52.07547499999998,27,27
P68104,462,50.140565,21,21
Q96CB8,462,48.80711499999999,21,21
Q8NCW0,462,48.848544999999994,18,18
O15519-11,462,52.550275,26,26
Q02297-3,462,50.878144999999996,22,22
Q15465,462,49.60668499999999,21,21
Q9HD26,462,50.519624999999984,25,25
Q96EZ8,462,51.80276499999998,26,26
Q9UJM3,462,50.559475,21,21
P02790,462,51.67601499999999,23,23
Q15750-2,462,49.91679499999999,23,23
Q8N684-2,462,51.09535499999999,19,19
P24046-2,462,53.731525000000005,19,19
O75953-5,462,51.68845500000001,24,24
Q56UN5-4,462,52.50350499999999,25,25
Q53GS9-2,462,53.509985,24,24
P10276,462,50.770805,17,17
Q96FJ0-2,461,52.19827,20,20
Q9ULH7-3,461,51.90185999999999,23,23
P13489,461,49.97274999999999,26,26
Q9H857-3,461,54.176929999999984,24,24
Q96GZ6-7,461,49.915099999999995,13,13
Q495M9,461,51.488429999999994,18,18
Q7L945,461,52.85255,15,15
Q8TF68-3,461,50.53736,15,15
Q6ZN57,461,52.740030000000004,24,23
P53814-2,461,50.57152,26,26
O15488-3,461,51.02385,16,16
Q86VE9-4,461,51.33475000000001,20,20
P20333,461,48.29084999999999,12,12
P10828,461,52.78716,21,21
Q96K21-2,461,50.53363,25,25
Q6P531-2,461,47.489329999999995,11,11
P98198-2,461,52.62317000000001,17,17
Q9H173,461,52.08427,21,21
P11926,461,51.14773,16,16
Q6NXT4,461,51.115080000000006,15,15
Q92993-2,461,53.07630999999999,25,25
Q9H3D4-4,461,51.403870000000005,20,20
Q6K0P9-3,461,51.941619999999986,25,25
Q92569,461,54.44799999999999,30,30
Q6ZNL0-2,461,49.821789999999986,19,19
Q9Y2F9-2,461,51.50910999999999,18,18
Q96IP4-2,461,51.942440000000005,16,16
Q68CJ9,461,49.076570000000004,17,17
Q8IU80-2,461,51.60198,18,18
P23677,461,51.008320000000005,24,24
P56182,461,52.83877,26,26
Q9H237,461,52.31709,11,11
Q13285,461,51.63547,17,17
P21127-4,461,51.92442,31,31
Q9UBT6-6,461,52.83907,23,23
Q8TAL5,461,52.221199999999996,26,26
Q16602,461,52.928979999999996,10,10
Q2TAL5,461,50.19593999999999,18,18
O00481-4,461,52.01842,22,22
P04070,461,52.07081999999998,17,17
Q92903,461,53.303569999999986,19,19
O75072,461,53.723549999999996,24,24
Q15742-3,461,49.74758999999999,19,19
Q8N539,461,50.7432,16,16
Q7Z3Q1,461,51.51885,8,8
Q02818,461,53.87896,28,28
P13688-5,461,50.34879,13,13
Q96SY0-3,461,50.73341999999999,24,24
Q16401-2,461,51.31155,27,27
P31146,461,51.025819999999996,20,20
P00740,461,51.778110000000005,20,20
O43294,461,49.813689999999994,24,24
P54278-2,461,51.25043,23,23
O60729-5,461,52.31004000000001,21,21
P11229,460,51.420375,12,12
Q6XZB0,460,52.99104499999999,22,22
Q96NX5-2,460,51.48556500000001,18,18
Q9BZ23-4,460,50.581415,26,26
P49758-16,460,53.318344999999994,19,19
O75154-2,460,52.45095499999999,19,19
Q96A70,460,49.979185,21,21
Q06124-3,460,52.827315000000006,31,31
A8MQT2-2,460,51.40807499999999,18,18
Q68CJ9-2,460,48.948434999999996,17,17
Q9NWZ3,460,51.52928499999999,28,28
Q9HCC8-2,460,52.185904999999984,19,19
Q9Y2I2-5,460,51.85770499999999,21,21
Q92481,460,50.47362499999999,19,19
Q9UMX9-4,460,51.19915499999999,13,13
Q9NQ55-2,460,51.900165,20,20
Q14938-2,460,50.810804999999995,21,21
Q9ULW6,460,52.541385000000005,23,23
O60784-4,460,50.26808499999999,17,17
Q9P2S5,460,51.587945,24,24
Q9C0K1,460,49.63017499999999,5,5
Q15572-5,460,49.945745,17,17
Q96QF0-2,460,51.249565,19,19
Q9Y5C1,460,53.637105000000005,22,22
P56159-2,460,50.837585,19,19
O95396,460,49.66868499999999,25,25
P55055,460,50.973375000000004,17,17
Q8IYX8,460,53.648354999999995,23,23
Q7Z6G8-4,460,52.27231499999999,20,20
Q9HAH7,460,48.38774499999998,15,15
Q9H313-3,460,49.76922499999999,13,13
Q4VC12,460,51.288475,11,11
Q99952,460,50.48199499999999,24,24
Q70SY1-2,460,50.842484999999996,22,22
Q9UJW0,460,52.336614999999995,20,20
P41214-2,460,51.012924999999996,25,25
P10909-5,460,53.642525,19,19
O43236-2,459,53.041609999999984,25,25
O00141-5,459,52.11818000000002,23,23
Q9HAD4,459,51.72755999999998,24,24
Q6NUS6-5,459,50.25739,14,14
Q9NWU1,459,48.84242999999999,21,21
Q16790,459,49.69736,14,14
Q96GJ1-3,459,51.485029999999995,26,26
P03905,459,51.58026,9,9
O14771,459,51.26286000000001,23,23
Q9Y330,459,49.14704,25,25
Q96NT5,459,49.77004,10,10
Q96BH1,459,51.21835,19,19
O00167-3,459,50.53250999999999,12,12
P0DJJ0,459,53.48332,23,23
Q5GH77,459,53.447540000000004,20,20
O94763-2,459,51.24601999999999,17,17
A6NNM8-2,459,53.22174999999999,24,24
Q6NUN9-3,459,48.45361,13,13
O60729-2,459,52.751409999999986,23,23
Q8IZH2-3,459,53.81788999999999,16,16
P16871,459,51.58024999999999,16,16
A6NNH2,459,49.64577,25,25
Q02790,459,51.80416999999999,31,31
Q96AN5,459,51.714469999999984,23,23
Q8TBJ5,459,48.81095,26,26
Q96MM7-2,459,53.436160000000015,19,19
P54578-2,459,52.38551,25,25
Q9HDB5-4,459,50.70462,16,16
P85298-3,459,52.699479999999994,25,25
Q9NQB0-12,459,51.15830999999999,18,18
Q7Z3Y8,459,49.82193999999999,25,25
P15882,459,53.17174,26,26
Q96SA4-2,459,51.37553,11,11
O75312,459,50.92482,25,25
Q96SA4-3,459,51.51362,10,10
Q5VWQ0-4,459,50.80154999999999,17,17
P50549-2,459,53.08237999999999,18,18
O76083-11,459,53.48809,20,20
Q687X5,459,51.9807,23,23
Q92753-1,459,52.07213000000001,22,22
Q8N412,459,50.659569999999995,26,26
P0DJD3-2,459,51.29148000000001,25,24
Q05901,458,52.728215,22,22
Q8NEY8,458,52.736695000000005,21,21
O43464,458,48.84036499999998,22,22
Q16600,458,51.590375,26,25
B1AL88,458,51.49226500000002,20,20
Q96PB7-3,458,52.800764999999984,21,21
O60269,458,47.449815,17,17
Q9P0W8-3,458,51.93030500000001,34,34
Q9BU40-4,458,52.283725000000004,23,23
P15169,458,52.28593499999998,19,19
P62508,458,51.305485000000004,19,19
Q8NE31-2,458,50.935134999999995,18,18
Q15223-2,458,50.721125,24,24
Q8NA29-3,458,50.229665,14,14
Q86UB9,458,52.29002499999999,25,25
Q8WV37-2,458,52.874694999999996,19,19
Q53EL6-2,458,50.575615000000006,24,24
Q01415,458,50.377795,22,22
Q1ED39,458,51.588715,23,23
Q9BVA6,458,51.777595000000005,22,22
Q4AE62,458,52.596095000000005,23,23
Q8N4F0,458,49.172015,20,20
Q96HJ9-2,458,54.223245,20,20
Q5VWP3,458,50.428295,26,26
Q6UWV6,458,51.49341499999999,20,20
Q6NUK1-2,458,51.35377500000001,24,24
P38405-2,458,52.454184999999995,20,20
Q9UGK8,458,48.980965,17,17
Q96MU8-3,458,50.17628499999999,21,21
Q13952,458,50.302324999999996,12,12
Q96DT6,458,52.496964999999996,24,24
Q7Z4G4-2,458,52.78885500000001,18,18
C9JR72,458,49.48481499999999,26,26
P28335,458,51.820705000000004,13,13
Q5XUX1-3,458,50.759865000000005,24,24
Q5MY95-2,458,49.39302500000001,12,12
P17023,458,52.44873500000001,29,28
Q6ZV29-2,458,50.718595,21,21
Q13506-2,458,51.232485000000004,25,25
P42331-2,458,51.778175000000005,31,31
O00305-4,458,51.330095,26,26
P13646,458,49.587835000000005,28,28
O75602-2,458,49.659265,24,24
Q9H7Z6,458,52.402345000000004,26,26
P01730,458,51.110205,17,17
Q08AE8-4,458,52.74674500000001,23,23
Q9NR12,457,49.84427,22,22
Q9UHB6-3,457,51.218360000000004,29,29
Q9ULU8-5,457,50.235290000000006,22,22
O60942-3,457,52.53287999999999,22,22
Q13887,457,50.791249999999984,15,15
Q9H3S3,457,49.559929999999994,21,21
Q86YR5-3,457,49.68457999999999,25,25
P23415,457,52.623349999999995,18,18
Q8N4S9-2,457,51.838689999999986,19,19
P51512-2,457,52.51436,20,20
Q8IVV2-4,457,52.50522,20,20
Q13596-2,457,51.81216999999999,22,22
Q8N142,457,50.20816000000001,23,23
Q15723-4,457,49.265,20,20
Q8IVS8-3,457,48.27515999999999,13,13
Q5VSG8,457,51.316529999999986,14,14
P10645,457,50.68808999999998,22,22
O60481-2,457,50.044940000000004,11,11
O95429,457,49.59378999999999,12,12
Q9H3C7-3,457,52.25274,21,21
Q6ZVM7-2,457,49.963240000000006,17,17
Q13451,457,51.21184000000001,29,29
P56817-3,457,51.01501999999999,16,16
Q8NDZ2-3,457,52.293829999999986,25,25
Q86SU0-5,457,52.76201,22,22
Q9Y697,457,50.195209999999996,24,24
O75469-3,457,52.12882999999999,26,26
Q4ZG55-2,457,48.9342,11,11
Q9BU40-5,457,52.15461,23,23
Q86UU5-2,457,45.94863999999998,17,17
Q96DZ1-3,457,51.910509999999995,26,26
Q6ZR08-4,457,52.6857,22,22
Q8NB59-2,457,50.922630000000005,21,21
A8MU46,457,48.952149999999996,19,19
P10276-2,457,50.74176,20,20
A8MXT2,457,51.127599999999994,22,22
Q9H069-2,457,53.203999999999986,24,24
O43189-2,457,49.64214000000001,22,22
O75306-2,457,51.851589999999995,25,25
P52738,457,52.995819999999995,27,27
Q8IYS0-2,457,52.01474,26,26
Q9Y261,457,48.306029999999986,8,8
Q9H3U7-2,457,50.862140000000004,19,19
P02708-2,457,51.83814,20,20
P35790,457,52.24853,21,21
P63151-2,457,52.99917,23,23
Q14680-3,457,52.527219999999986,26,26
Q86SQ3,457,50.90229999999999,13,13
O95758-7,457,49.53938999999998,13,13
P32241,457,51.54665999999999,22,22
Q86WB7,457,50.26916000000001,8,8
Q9Y661,456,49.79864499999999,19,19
Q15642-4,456,52.699655,24,24
Q53FD0,456,51.657265,18,18
Q9Y265,456,50.22760499999998,20,20
Q6NT16,456,48.868165,10,10
A5X5Y0-4,456,50.964855,16,16
Q9H7H0,456,50.733185,22,22
O43159,456,50.714295,23,23
A5X5Y0,456,51.437414999999994,15,15
Q96NL0-5,456,50.808624999999985,21,21
Q06265-2,456,50.80259499999999,16,16
Q01196-9,456,49.076455,19,19
Q14542,456,50.112334999999995,13,13
Q9BU40-6,456,52.025495,23,23
Q8WV28,456,50.465955,20,20
Q9BZS1-3,456,49.842465,27,27
O00232,456,52.90394499999999,25,25
P19012,456,49.21137499999999,30,30
Q9HAH1,456,51.58088500000001,23,23
A6NCD1,456,53.046145,21,21
Q3ZCQ8-2,456,50.464155,20,20
P14866-2,456,50.56042499999999,15,15
P14867,456,51.80139499999999,23,23
Q658P3-4,456,50.49875499999999,20,20
Q53H76,456,49.71503499999999,14,14
Q9HCE5,456,52.14995499999999,18,18
P17030,456,53.544785000000005,20,20
Q96RP8,456,50.558415,17,17
Q8IZM9,456,50.927884999999996,17,17
Q9UHV5-2,456,52.342845000000004,26,26
A0MZ66-2,456,52.63556500000001,26,26
Q99832-4,456,50.35178500000001,26,26
Q9BR77-2,456,53.978505000000006,21,21
Q6P9B6,456,50.993315,20,20
Q86UL3,456,52.07060499999998,22,22
Q86V40-2,456,52.245685,19,19
Q13946-2,456,52.72455500000001,22,22
O76015,456,50.479404999999986,21,21
Q9H237-2,456,51.772414999999995,11,11
P30520,456,50.097075,21,21
P39656,456,50.80033499999999,22,22
Q9UHQ1,456,51.15566499999999,26,26
Q99808,456,50.218804999999996,15,15
O94810-2,456,51.485925,20,20
Q8N6C8-3,456,49.18625499999999,17,17
P35348-4,455,50.776329999999994,17,17
Q49A88-4,455,51.458200000000005,20,20
Q5TFE4,455,51.84442999999999,25,25
Q86TW2-3,455,51.9988,25,25
P0CG08,455,52.91644000000001,21,21
Q9UL41-2,455,51.54167999999999,24,24
Q9NYL2-2,455,51.58203000000001,16,16
P19438,455,50.494299999999996,21,21
Q92764,455,50.36007000000001,29,29
Q96SA4,455,50.74189000000001,9,9
Q8IVW4-2,455,51.565299999999986,20,20
Q8N1M1-5,455,51.02764,13,13
Q13867,455,52.56193,26,26
Q96JA3-2,455,51.140879999999996,26,26
Q9H0S4,455,50.646070000000016,20,20
Q9Y6M4-2,455,52.37733,27,27
Q8NHP6-2,455,52.120380000000004,23,23
P07099,455,52.948479999999996,27,27
Q92851-6,455,51.78407,20,20
Q8NG27-2,455,50.44444,18,18
Q9H2V7-4,455,49.13876,10,10
B7ZAQ6,455,52.91644000000001,21,21
P61011-2,455,50.36925999999999,28,28
Q9Y215,455,47.76605000000001,15,15
O14639-5,455,52.055060000000005,28,28
P43630,455,50.229900000000015,21,21
Q8N414,455,51.64109,21,21
Q6UXF7,455,50.49009,21,21
P10826,455,50.48863,14,14
Q495N2-2,455,50.24616999999999,11,11
A4D1U4,455,51.445519999999995,26,26
O60239,455,50.42455000000001,23,23
Q6KF10,455,50.661100000000005,21,21
Q9UIR0,455,50.435770000000005,24,24
P49821-2,455,49.86766000000001,24,24
Q9NQB0-10,455,50.61067,19,19
Q9H237-3,455,51.56319,11,11
P35813-3,455,51.36592000000001,23,23
Q14728,455,48.338529999999984,17,17
Q92485,455,50.81344,18,18
Q9H5Z6,455,50.96048999999999,27,27
Q6YP21,454,51.399855,23,23
O43293,454,52.535164999999985,20,20
Q68D85,454,50.826695,22,22
Q70Z44,454,50.190625,13,13
Q68DD2-2,454,50.002785,21,21
O95897,454,51.385994999999994,18,18
O95822-2,454,50.945175000000006,25,25
O15530-5,454,50.83723500000001,20,20
O00499-8,454,50.184994999999994,24,24
Q9Y4P8,454,49.40786499999999,19,19
O60383,454,51.443355000000004,21,21
P01106-2,454,50.56453499999999,14,14
P0C7V5,454,51.51733500000001,22,22
Q5SWX8,454,51.102655,24,24
Q32NB8-2,454,51.305524999999996,21,21
Q01850,454,51.854865000000004,23,23
Q9HD26-2,454,49.72078499999999,24,24
Q8NFT2-2,454,52.051095000000004,25,25
Q9H788,454,52.726544999999994,22,22
P42167,454,50.66978500000001,22,22
Q8NG04-2,454,48.302285,15,15
P17735,454,50.398894999999996,24,24
Q9UKT8,454,51.511565000000004,22,22
Q86UD5-2,454,48.709905000000006,11,11
P46937-3,454,48.75491500000001,16,16
P13631,454,50.341405,20,20
Q9P272,454,51.299065,23,23
Q7Z403-2,454,50.25813500000001,15,15
Q96GN5,454,52.205695,25,25
Q9H9S3-3,454,49.593005,17,17
