UniprotID,Length,Molecular_Weight (kDa),num_theoretical_peptides,num_unique
P35790-2,439,50.15433,19,19
Q96N46-3,439,49.73406,26,26
Q8N6G6-2,439,48.76364,22,22
Q4G0Z9-3,439,48.76056,25,25
Q9Y305,439,49.90132,27,27
Q86U06,439,48.73019,18,18
P29083,439,49.45164,20,20
Q8IWV8-2,439,49.97731,26,26
Q96A83-2,439,45.13056,18,18
Q5T442,439,47.00188,16,16
Q12950,439,47.30883,18,18
Q9P2S6-3,439,48.32512,25,25
P0CW27,439,48.70852,22,22
P21127-12,439,49.55413,31,31
Q6VAB6-2,439,49.60621,17,17
P21554-3,439,49.05911,15,15
P22570-4,439,48.05569,26,26
Q96JE9-2,439,47.37568,25,25
Q96C11-4,439,47.7059,20,20
P01106,439,48.80355,14,14
Q14314,439,50.2283,21,21
Q86V59,439,48.1603,16,16
Q6IQ49-2,439,48.50428,24,24
Q9Y5Z0-4,439,48.27462,15,15
P14136-2,438,50.287975,32,32
Q96N77,438,49.527905,14,14
P09603-2,438,47.902465,17,17
Q6NXT4-3,438,48.556215,14,14
Q9NR90-2,438,49.519495,9,9
P0CAP1-4,438,50.912255,28,28
P04424-3,438,48.732115,23,23
Q9BZZ5-1,438,49.496435,21,21
O75783,438,48.313665,13,13
Q68BL7-3,438,49.504835,14,14
Q92685,438,50.125895,17,17
Q53FZ2-2,438,49.484655,27,27
P28799-2,438,46.990205,17,17
A6NNY8,438,49.630005,23,23
Q8WWN9-2,438,49.120635,18,18
Q8IUI8-2,438,49.350035,19,19
Q9BV35-2,438,49.353905,25,25
Q5PT55,438,48.870335,17,17
A4D263,438,49.671785,25,25
Q6ZWK6,438,49.409525,18,18
Q9NZI8-2,438,48.597305,22,22
P41279-2,438,49.619325,26,26
Q13163-2,438,48.968045,19,19
Q2T9K0-7,438,48.314785,19,19
Q99615-2,438,50.096465,28,28
Q13324-2,438,50.813155,13,13
Q8N7B9,438,50.146355,26,26
O96013-3,438,48.267305,15,15
Q9H930-1,438,50.074455,27,27
Q92947,438,48.126715,20,20
Q9Y4P8-5,438,48.250175,16,16
Q9Y2I2-1,438,49.339855,18,18
P43630-2,438,48.516145,22,22
P41587,438,49.478185,19,19
Q96GZ6-6,438,47.199325,15,15
Q9NVA4,438,50.141195,14,14
Q9UKI9-2,438,47.560065,14,14
O95395,438,50.863175,29,29
Q13286,438,47.622385,10,10
A2IDD5,438,48.520945,24,24
Q6ZNF0,438,50.479275,19,19
Q9ULK6,438,48.071405,9,9
P62495,437,49.03053,25,25
P50549-6,437,50.21616,19,19
Q13106,437,49.86456,26,24
Q9NPE6,437,48.16482,20,20
Q9Y366,437,49.70603,18,18
Q13231-3,437,48.56445,22,22
Q8N4T0,437,51.00748,24,24
P15538-2,437,49.74935,23,23
Q9H0U9,437,49.19203,22,22
Q9UN37,437,48.89745,26,26
P51955-4,437,50.90898,23,23
O43556,437,49.85065,20,20
Q16181,437,50.67972,23,23
Q8N5G2-3,437,50.79041,23,23
Q9BXW6-2,437,50.2527,22,22
Q8N3J6-3,437,47.56354,15,15
Q6ZVZ8-2,437,47.51507,26,26
Q8N6Q3,437,46.36269,13,13
Q86VR8,437,48.506,19,19
Q16656-2,437,46.15652,8,8
Q5VX52,437,50.30636,20,20
P49356,437,48.7732,12,12
O60260-2,437,48.71305,25,25
Q9NRS4,437,48.24605,18,18
Q02078-7,437,46.52845,9,9
Q01094,437,46.91928,17,17
P02679-2,437,49.4962,27,27
O94822-2,437,49.18233,22,22
Q13895,437,49.60086,25,25
Q96EP9,437,46.50319,8,8
P08621,437,51.5562,17,17
O43493-2,437,45.87922,22,21
Q6XE24,437,47.83973,12,12
Q15796-2,437,48.95522,18,18
P05549,437,48.06168,18,18
Q9H9S3-2,437,48.78632,15,15
Q8N8W4-2,437,47.82914,15,15
Q8WWN9,437,48.9925,18,18
Q14934-19,437,47.37303,21,21
Q5VWJ9,437,49.67604,24,24
O43699-3,437,48.25252,13,13
Q9UK97-2,437,51.13547,25,25
Q6NW40,437,47.54618,17,17
Q92791,437,50.38085,22,22
P26641,437,50.11843,24,24
Q9NR63-2,437,49.00633,21,21
O75616,437,48.34973,22,22
Q8N8L2,437,50.94967,16,16
Q99541,437,48.07512,26,26
Q9H2A2-4,437,48.03548,21,21
Q14209,437,47.50539,13,13
Q8IYS1,436,47.775745,18,18
Q9BTA9-3,436,47.716235,16,16
O95947,436,47.044815,15,15
Q16181-2,436,50.580585,23,23
Q8IY84,436,49.605705,26,26
Q8IZC7,436,50.339135,20,20
Q8IYB5-3,436,47.861615,12,12
O43464-3,436,46.381495,21,21
Q8WXQ8,436,49.035355,21,21
Q8TC44-2,436,49.103325,20,20
P26367-2,436,48.217725,13,13
Q9UKI9,436,47.431955,15,15
O95140-2,436,50.040355,22,22
Q8NA66,436,50.223985,16,16
Q86UB9-2,436,49.913325,23,23
Q9UKT9-8,436,49.794905,24,24
Q6P4E1-4,436,49.497575,25,25
Q9GZM7-3,436,48.807145,19,19
Q9P2K3-2,436,47.759525,21,21
Q14934-20,436,47.205935,19,19
Q15118,436,49.243765,25,25
Q9Y664,436,48.079095,14,14
O43929,436,50.376955,25,25
Q9Y4P8-4,436,47.542705,17,17
O00232-2,436,50.578315,24,24
P55347,436,47.606345,12,12
Q9BQ16,436,49.428465,24,24
Q9NP62,436,49.267535,18,18
Q6E0U4-6,436,41.944395,12,12
Q9BYT1,436,47.481665,6,6
Q96FJ0,436,49.782745,18,18
O76011,436,49.423085,23,23
Q7Z3B3-2,436,48.444545,19,19
Q9UNX9,436,47.844995,18,18
O00624-2,436,47.349775,8,8
Q96IG2,436,48.422555,24,24
Q00013-2,436,49.074545,23,23
O60813,436,50.642285,24,24
Q8NG48-2,436,49.324475,20,20
Q9NS87-3,436,51.433065,28,28
Q9ULD2-3,436,50.543295,25,25
Q00987-10,436,49.248105,14,14
Q8TAE7,436,49.592025,12,12
Q96MY1,436,47.214255,15,15
Q8TAF7-2,436,51.515385,19,19
P24530-2,436,48.709395,21,21
Q99594,435,48.676,18,18
Q96NJ3-2,435,50.16819,18,18
Q8WW24,435,50.6484,31,31
Q9Y615,435,48.64352,23,23
P18031,435,49.96644,29,29
Q8N2I9,435,49.00063,25,25
Q00889,435,48.81343,24,24
Q9BV35-4,435,48.78521,25,25
Q9NRS4-3,435,48.00476,18,18
P62508-2,435,48.58043,18,18
Q8IV13,435,48.40524,16,16
P24278,435,48.98972,20,20
Q96CW1,435,49.65434,26,26
Q9BXS5-2,435,49.83999,25,25
P29590-10,435,48.59745,26,26
O15519-14,435,49.7771,24,24
Q9H490,435,50.05117,10,10
Q9H4F8-2,435,48.26145,24,24
Q96T53,435,49.71551,13,13
O14733-3,435,49.07036,22,22
Q9Y6H8,435,47.40961,16,16
Q8IVW6-3,435,47.66057,22,22
P0CAP1-3,435,50.3808,29,29
Q5M7Z0,435,49.70915,22,22
Q6ZU80-3,435,50.46872,25,25
Q7Z7L8,435,46.11345,21,21
Q86WR7,435,45.80138,20,20
Q96C92,435,47.96075,15,15
Q12794,435,48.36773,15,15
Q8N3G9,435,48.3287,19,19
O94762-3,435,48.50856,24,24
O15178,435,47.44282,12,12
Q13505-2,435,48.00846,22,22
P36941,435,46.70868,9,9
Q8WV16-3,435,48.79791,17,17
Q96Q40,435,49.02264,20,20
P49758-7,435,50.15492,20,20
Q5FWF4-4,435,49.72233,23,23
Q15070,435,48.54738,14,14
Q8N3J6,435,47.55351,13,13
O43913,435,50.28258,25,25
Q86WD7-7,435,48.60989,20,20
A6NNN8,435,46.73007,13,13
Q9ULD6-3,435,49.30861,19,19
Q6DKJ4,435,48.39158,22,22
O75800-2,435,49.98912,22,22
O75901,435,50.02016,20,20
O75469,434,49.761245,24,24
Q15561,434,48.328145,13,13
P40426,434,47.189205,15,15
Q9H4F8,434,48.162315,24,24
Q9UKT6,434,49.151035,20,20
Q96Q11,434,50.127145,29,29
Q53EU6,434,48.704805,22,22
Q8IXZ3-2,434,44.011175,12,12
Q8NFW8,434,48.378835,23,23
Q8NEY8-3,434,49.654495,18,18
Q6DN72,434,47.747365,19,19
Q14141,434,49.716335,21,21
Q9Y4R7-5,434,49.407985,26,26
Q8IYB4-8,434,48.528915,22,22
Q96CW5-3,434,48.646915,23,23
Q13685,434,46.750575,14,14
P17181-2,434,49.546295,29,29
P13929,434,46.986485,19,19
P51878,434,49.735215,28,28
P15509-7,434,49.943465,19,19
Q8IYU8,434,49.665825,21,21
P06733,434,47.168555,22,22
Q08AF8-3,434,48.862305,18,18
O60664,434,47.074665,26,26
Q96JY0,434,49.218515,22,22
Q86UY5,434,47.457175,22,22
Q8NGU9,434,46.352615,18,18
Q6ZN54-6,434,50.160015,22,22
Q12765-2,434,48.713165,17,17
Q9HAC7-2,434,47.185945,18,18
Q7L4I2,434,50.559225,14,14
P09104,434,47.268125,20,20
P49768-7,434,48.997045,15,15
Q9BXL6-3,434,48.504035,22,22
Q96JN2-3,434,49.449075,18,18
Q96SD1-4,434,49.943155,25,25
Q8NCQ5-2,434,49.449955,23,23
Q96K80,434,46.051555,14,14
Q8TC21-2,434,50.535255,22,19
O76083-9,433,50.71205,19,19
Q15831,433,48.63543,18,18
Q8NAM6,433,48.95632,17,17
Q96CW1-2,433,49.38906,26,26
Q9NUG4-2,433,46.72749,24,24
Q8N108-16,433,49.09752,16,16
P11597-2,433,47.78674,18,18
Q6ZQX7-3,433,47.48513,32,20
Q9BVN2-2,433,46.59183,20,20
Q4KMQ1-3,433,47.27409,23,23
P85298-4,433,49.75108,23,23
B7U540,433,48.73743,17,17
O15075-4,433,47.68045,17,17
P22102-2,433,46.03281,24,24
P55345,433,49.04137,16,16
Q9HCU0-2,433,46.24093,10,10
Q99680,433,49.26494,9,9
Q8WV28-2,433,48.22851,19,19
Q6XE24-2,433,47.38412,13,13
P17040-4,433,49.03444,22,22
Q9NRG4,433,49.68765,17,17
Q8WV16-2,433,48.93234,17,17
Q7L2K0,433,46.40185,20,20
Q9BY78,433,47.73677,15,15
Q6P158-3,433,49.50721,21,21
Q96JN0,433,47.00611,19,19
P20061,433,48.20632,15,15
O95628-5,433,48.48417,21,21
P05549-6,433,47.44005,18,18
Q9BQ16-1,433,49.0711,23,23
Q9BWW9,433,47.0437,22,22
O60664-3,433,46.94653,25,25
Q6P4E1,433,48.86415,24,24
Q9H7Y0,433,48.55401,17,17
P15882-3,433,50.0331,25,25
P15863-2,433,45.11783,18,18
Q52LJ0-2,433,45.54704,21,21
P48058-2,433,49.14593,19,19
P48165,433,48.22863,21,21
Q8N5I2,433,45.98098,12,12
Q9UMX1-2,433,47.93145,17,17
Q8TCU3-2,433,48.00123,10,10
Q14500,433,49.0006,17,17
Q9H2A2-2,433,47.32474,22,22
Q99538,433,49.41088,19,19
O95718-3,433,48.05314,20,20
Q13433-2,433,48.60505,6,6
P35998,433,48.63337,27,27
P49841-2,433,48.03319,23,23
P59901-2,433,47.80571,19,19
P14635,433,48.33706,18,18
Q9NVH6-8,432,50.831825,28,28
O95460-3,432,47.502455,25,25
Q8TB61,432,47.514315,16,16
O15409-6,432,48.764425,11,11
O75528,432,48.901855,21,21
Q04695,432,48.105265,29,29
Q7L0R7,432,47.727115,10,10
P31249,432,45.729765,10,10
Q15645,432,48.550305,24,24
Q9BV38,432,47.404845,18,18
Q6NXT4-4,432,47.616975,14,14
Q3KNS6,432,50.141675,19,19
Q96NX9-4,432,47.155435,10,10
Q8NBS9,432,47.628485,23,23
P34969-3,432,47.983875,11,11
Q96Q45-3,432,48.243705,13,13
Q3SY52-2,432,48.645035,23,22
Q8IUD6,432,47.887875,21,21
Q96HM7,432,49.726675,20,20
O95232,432,51.465675,19,19
P30291-2,432,49.071205,24,24
Q6ZU15,432,50.024595,20,20
Q9NP70-2,432,46.576645,12,12
Q6UXE8-2,432,48.373235,16,16
Q9UJL9-2,432,49.925015,25,25
P19544-3,432,47.511195,11,11
P20248,432,48.550365,24,24
A6NEM1,432,49.095325,18,17
Q96HH9,432,47.868765,24,24
P13631-4,432,47.930845,15,15
Q9H0F5-3,432,48.561855,8,8
Q9UKI9-3,432,46.948365,14,14
P23526,432,47.715715,20,20
Q8IZ02-3,432,47.761175,23,23
Q13422-3,432,47.633615,20,20
Q9NRS4-2,432,47.685405,17,17
E9PQR5,432,49.616405,22,21
Q15818,432,47.121965,22,22
Q9HDB5-2,432,47.269695,16,16
P22234-2,432,47.957795,19,19
Q96I99,432,46.510215,29,29
Q8N126-2,432,47.020495,16,16
Q93086-4,432,48.333605,21,21
P56817-4,432,48.158865,15,15
Q9NWQ8,432,46.980145,18,18
P49279-2,432,47.291115,4,4
P45954,432,47.485035,21,21
Q13422-2,432,48.288555,18,18
Q00005-6,432,50.370205,20,20
P14136,432,49.879685,31,31
Q5VYV0,432,45.580415,12,12
P33260-2,431,48.80426,26,26
O75900-2,431,48.10606,17,17
Q0VAM2-2,431,50.32016,20,20
O00308-3,431,51.07898,26,26
Q9BQ95,431,49.14777,22,22
Q75T13-4,431,49.84438,22,22
Q9Y5N1-4,431,47.13295,10,10
O00141,431,48.94196,22,22
P14136-3,431,49.50732,30,30
P05549-5,431,47.18276,18,18
P14651,431,44.33997,8,8
Q7RTN6,431,48.36859,23,23
P32314,431,47.16048,18,18
Q5SQS7,431,51.2315,20,20
Q9P0V9-3,431,50.06489,20,20
Q9NYZ4-3,431,46.4332,15,15
Q96N16-3,431,49.323,20,20
Q8TCW7-2,431,47.37666,15,15
Q5XUX0-2,431,49.03826,20,20
P00749,431,48.50709,24,24
Q96A11,431,48.95513,23,23
P47972,431,47.04116,22,22
Q9BT88,431,48.2965,16,16
A8MW95,431,48.15261,21,21
P18075,431,49.31255,15,15
Q9BZS1,431,47.24384,25,25
Q9UKT9-6,431,49.12065,22,22
Q96BA8-2,431,47.78205,18,18
Q9NWK9-2,431,49.4862,30,30
Q9UK39,431,48.1953,25,25
Q9UJU6-2,431,48.29408,20,20
P55010,431,49.22236,22,22
Q8WYA0-3,431,50.24057,26,26
Q9Y6E0-2,431,47.9129,21,21
Q96P65,431,49.48744,21,21
Q86WB0-3,431,47.77064,23,23
Q5VUD6,431,48.58206,18,18
Q86VK4-3,431,47.31751,23,23
Q9H330-3,431,48.04161,10,10
P28324,431,46.89898,13,13
Q96NT5-2,431,46.6433,10,10
Q9H2D6-6,431,47.62402,22,22
Q9Y2G2,431,48.93215,19,19
Q5U5Z8-2,431,49.70576,19,19
Q8NFT6-2,431,47.17608,23,23
Q9H8J5,431,46.80959,16,16
O75122-2,431,46.58493,26,26
Q05397-4,431,48.96637,23,23
Q05048,431,48.35718,18,18
Q5DX21,431,46.11974,10,10
Q5SWX8-2,431,48.55983,22,22
Q8TDD2,431,44.99387,15,15
Q5SZB4,431,47.63891,29,29
Q6A162,431,48.13831,17,17
Q6HA08,431,45.93563,19,19
P43353-2,431,47.68256,19,19
Q08AF8,430,48.404775,18,18
P49758-11,430,49.780455,20,20
A6NIX2,430,45.123485,23,23
Q9BXG8,430,49.444735,21,20
Q9HB15,430,46.887885,24,24
Q9UJU6,430,48.207005,20,20
Q8N988-2,430,49.342415,24,24
Q9UIF3,430,49.671685,27,27
P40424,430,46.625515,15,15
Q9NW68,430,47.162805,19,19
P36915-2,430,47.305725,21,21
P40425,430,45.881015,19,19
Q8N819,430,46.168985,24,24
P42696,430,48.564515,26,26
O75072-2,430,49.832045,23,23
P82675,430,48.006135,25,25
Q00987-8,430,48.487535,17,17
Q9UHI5-4,430,48.282585,15,15
Q13330-2,430,49.016785,28,28
Q969Z4,430,46.091545,16,16
Q0D2H9,430,48.422815,18,18
Q8N859,430,50.171805,24,24
Q9NPH2-2,430,47.145635,18,18
O95264-2,430,49.284055,17,17
P00505,430,47.517285,26,26
B7ZAQ6-3,430,49.985965,20,20
P01880-2,430,47.400245,17,17
Q9GZQ6,430,47.818445,13,13
O15198-2,430,48.639895,22,22
P08651-3,430,47.900825,20,20
P13688-6,430,46.909975,11,11
P32121-4,430,48.014515,21,21
Q8IV20,430,47.779575,18,18
Q6ZNI0,430,49.318435,23,23
Q6ZTU2-2,430,46.039005,11,11
Q9BYT1-2,430,46.815945,6,6
Q99640-4,430,47.283335,16,16
Q9Y2T4-3,430,49.469365,20,20
P30307-3,430,48.850155,24,24
O15488-4,430,47.530035,15,15
Q7Z392-2,430,47.631425,10,10
P28330,430,47.655275,17,17
Q5DX21-2,430,46.240865,12,12
P05783,430,48.057355,24,24
Q96S66-3,430,47.436145,23,23
Q8NDZ4,430,49.481335,19,19
O43474-4,429,45.63891,8,8
Q13761-2,429,45.92177,14,14
P19544-2,429,47.19484,11,11
Q02078-8,429,45.56949,9,9
Q6P996-2,429,47.72966,19,19
Q13363-2,429,46.40452,18,18
Q8WXH0-6,429,48.15853,21,21
Q9Y2G5,429,49.97544,23,23
Q8WWF5,429,46.95766,18,18
Q8NFZ5,429,48.69914,22,22
Q9NZI5-2,429,49.18194,20,20
O15379-2,429,49.11081,24,23
P43364,429,48.12886,17,17
Q96DZ1-2,429,48.88221,23,23
Q14141-4,429,49.16674,20,20
Q96LA6,429,46.93578,17,17
Q7Z6Z6,429,47.91157,19,19
Q9NSD4,429,48.4425,24,24
Q8N5Z0-2,429,47.82169,17,17
Q8WXI3-2,429,46.60867,24,24
Q9H6W3-2,429,48.68674,16,16
Q6NUS6-3,429,47.2837,14,14
Q9NS62-3,429,47.86349,18,18
Q11203-13,429,48.03336,24,24
Q9H171,429,46.34247,16,16
P22830-2,429,48.62458,26,26
Q9NVA2,429,49.39796,20,20
Q96Q40-5,429,48.3159,21,21
Q6WN34,429,47.49415,21,21
Q92599-2,429,49.81405,19,19
F8W1W9,429,49.18065,22,21
Q8NBX0,429,47.15099,20,20
Q96P11,429,46.69125,26,26
Q15172-2,429,50.24374,21,21
Q8N3F9,429,47.07402,10,10
P12955-3,429,47.26064,21,21
Q8NEF9,429,48.63355,21,21
Q6N069-4,429,50.56019,27,27
O43826,429,46.35962,12,12
P16070-11,429,46.56505,17,17
Q9NWB7,429,49.108,24,24
P35348-3,429,47.46043,16,16
O15530-4,429,48.20016,18,18
C9JH25-2,429,44.6189,12,12
P06280,429,48.76634,26,26
O14863,429,47.48224,16,16
O96019,429,47.46067,18,18
Q5JSH3-3,429,48.56432,26,26
Q9UIG8-4,429,46.41046,11,11
Q8WU79,429,46.78571,15,15
Q92556-3,429,49.91479,25,25
Q9UK05,429,47.32006,26,26
O15379,428,48.847385,23,23
Q9NSJ1,428,49.688855,17,17
Q13639-8,428,48.254155,12,12
Q9NNW7-3,428,46.841105,19,19
Q8IVI9-3,428,48.875165,24,24
O43174-2,428,48.557905,24,24
Q9H7B4,428,49.096665,18,18
Q2T9K0-2,428,47.065445,18,18
P32238,428,47.840645,14,14
Q13838,428,48.990945,20,20
Q02742,428,49.798425,29,29
P19419,428,44.887575,12,12
P51610-3,428,47.188805,21,21
Q92947-2,428,47.354945,19,19
Q14BN4-7,428,49.177065,28,28
P11464-2,428,48.139165,23,23
P49758-6,428,49.519235,19,19
Q9NPH0,428,48.853955,21,21
Q3SXY8,428,48.642915,20,20
P08651-5,428,47.628445,21,21
Q3SYA9,428,45.447315,21,21
P08559-4,428,47.579175,25,25
Q9NW68-2,428,46.860005,18,18
P08621-2,428,50.617125,16,16
Q9UQ49,428,48.251505,22,22
Q5T7M9,428,49.023655,22,22
Q9NQH7-2,428,48.111665,18,18
Q9UKT7,428,48.706565,25,25
P01854,428,47.018665,19,19
Q14242-2,428,44.647635,10,10
Q16557,428,47.944295,23,23
Q9C0E8,428,47.739415,21,21
Q00653-3,428,47.021105,25,25
O14498,428,45.996775,13,13
Q2VPK5-3,428,46.526615,21,21
Q14254,428,47.063785,26,26
Q5VTY9-5,428,49.895675,14,14
Q86YG4,428,48.950635,19,19
Q96BZ9-3,428,48.381355,22,22
P29353-3,428,46.667645,20,20
Q676U5-4,428,47.685445,20,20
Q68DU8,428,49.137075,23,23
Q7Z7G1,428,49.553555,27,27
Q9Y546,428,48.570925,23,23
Q9ULV8-2,428,47.417735,21,21
Q96LA6-2,428,46.864705,17,17
Q8TEB7,428,46.520445,14,14
O75356,428,47.516985,21,21
Q02218-3,427,48.17959,20,20
P25101,427,48.72176,18,18
O60701-2,427,47.60208,24,24
O15554,427,47.69512,17,17
P52741,427,48.47935,25,25
P78552,427,48.75926,21,21
P24752,427,45.1992,23,23
Q96B97-3,427,46.60916,24,24
Q6P995-2,427,47.68784,21,21
Q8NI51-9,427,48.92914,18,18
Q14653,427,47.21894,19,19
P63252,427,48.28782,14,14
P01042-2,427,47.88279,26,26
Q96GM1-2,427,45.57537,15,15
O14639-3,427,48.80342,26,26
O60733-4,427,46.48343,20,20
P45983,427,48.29514,20,20
P45983-4,427,48.08786,20,20
P30988-3,427,49.87766,9,9
Q14141-2,427,48.87239,20,20
O00148,427,49.12915,20,20
P11473,427,48.28864,19,19
Q9NR82-4,427,46.94248,22,22
Q8IUK5-4,427,47.89504,19,19
Q8NEY4,427,48.75835,28,28
Q9H974-4,427,48.20307,17,17
O15350-10,427,47.82388,23,23
P29622,427,48.54151,22,22
P35680-4,427,46.90641,14,14
Q99871-2,427,47.2614,21,21
Q92830-2,427,48.9205,20,20
P24588,427,47.08785,19,19
O75955,427,47.35495,27,27
Q92466,427,47.86355,20,20
Q86UR1-3,427,45.24456,22,22
P36578,427,47.69695,16,16
B4DX44,427,49.8679,23,22
Q49A92-2,427,47.59253,22,22
Q14849-2,427,48.60031,20,20
Q9Y606,427,47.4697,29,29
P08697-2,427,47.9067,17,17
P51606,427,48.8306,19,19
Q6ZWH5-7,427,47.76474,20,20
Q6ZMI3-2,427,45.82217,22,22
O43556-3,427,48.57318,21,21
Q9HBY8,427,47.60391,17,17
P08138,427,45.18298,15,15
P20062,427,47.53454,22,22
P51816-4,427,47.65327,22,22
O14511-5,426,46.182835,22,22
Q96NU7,426,46.742505,20,20
Q8WW22-2,426,47.962875,24,24
Q9UHH9,426,49.185625,24,24
Q8N9U0-2,426,47.947115,25,25
Q6V9R5,426,48.562745,23,23
Q6WBX8,426,47.831445,20,20
Q6ZMY6-2,426,47.616145,26,26
Q9HB89,426,47.350285,12,12
Q9Y6P5-3,426,49.624025,23,23
Q93038-11,426,45.927135,10,10
Q9BSK1-2,426,48.369715,22,22
Q8NBK3-3,426,46.856425,15,15
Q00887,426,48.271635,27,27
Q6PI47,426,46.738735,17,17
Q6P2M8-5,426,46.956865,21,21
A6NEQ2,426,42.656265,12,12
Q9UQ74,426,47.771175,24,24
O95069,426,47.092215,19,19
Q96RD7,426,48.049555,17,17
Q9BZG2,426,46.089015,17,17
P11464-4,426,47.865105,24,24
Q9BXS6-6,426,47.697615,23,23
Q8N9W4-2,426,49.582785,19,19
O14733-4,426,48.181255,21,21
Q9NTW7-2,426,48.164215,23,23
Q7L8C5,426,46.884405,19,19
Q96SZ6-5,426,48.071535,23,23
P11161-2,426,44.969105,12,12
Q7RTY0,426,44.991055,6,6
P28347,426,47.945195,14,14
Q9Y574,426,48.194345,17,17
O96013-2,426,47.924085,18,18
Q6P3S1,426,48.259955,19,19
Q86SX3-6,426,47.031405,24,24
Q9GZT9,426,46.020585,24,24
Q6ZS27,426,48.495695,21,21
Q8TCT9-2,426,46.824815,16,16
Q9H3U5-3,426,46.618885,10,10
Q99932,426,44.818175,18,18
Q6ZVN8,426,45.079675,17,17
O94805,426,46.877165,18,18
P08476,426,47.441915,26,26
Q6BAA4,426,46.903565,15,15
P53779-3,426,48.127935,19,19
Q9UGI6-2,426,48.049895,21,21
Q7Z6G8-2,426,48.431135,20,20
O15105,426,46.425395,22,22
O00506,426,48.111255,23,23
Q92670,426,49.753055,21,21
Q5SWL7,426,49.432835,28,28
Q8WU90,426,48.602155,25,25
Q9BSG1,426,48.862545,24,24
Q02556,426,48.355765,25,25
P36897-3,426,47.689675,22,22
O00534-2,426,47.048465,20,20
Q5FYB1-2,426,48.253135,12,12
O43613,425,47.53533,15,15
O15105-3,425,46.35432,22,22
P11310-2,425,47.01948,21,21
Q9Y6Q5-2,425,48.20922,24,24
Q9H2B2,425,47.95778,19,19
Q5JU67-2,425,49.86813,25,25
P84022,425,48.08042,19,19
Q8WXS5,425,43.31244,12,12
Q99572-4,425,49.16406,21,21
Q92844,425,47.81525,18,18
Q3KR37-3,425,49.7857,26,26
O95810,425,47.17282,18,18
Q9BZY9,425,48.24356,22,22
Q7Z5V6,425,47.2948,24,24
Q09028,425,47.65533,13,13
Q9BSG1-2,425,48.70636,24,24
Q9BXS6-4,425,47.56948,23,23
Q8WUI4-9,425,46.04077,16,16
Q5T7P8-2,425,48.44196,21,21
A0PJY2-2,425,46.67675,23,23
Q96RI1-5,425,48.7951,20,20
Q8N806,425,47.99842,23,23
Q7RTW8-3,425,46.97953,19,19
Q9Y4P8-2,425,46.38341,16,16
Q96A09,425,46.68702,19,19
Q5FWF6,425,49.98393,27,27
Q92989,425,47.64519,18,18
Q96FV2,425,46.59623,13,13
Q9NXE8,425,49.64716,20,20
Q8N5Z0,425,47.35117,18,18
Q2WEN9,425,45.87277,21,21
Q9HB19,425,47.25458,21,21
Q5VZ66-2,425,48.80643,24,24
Q8N7E2,425,48.78438,16,16
P08910,425,48.31451,23,23
P43115-6,425,47.33131,14,14
A1Z1Q3-2,425,47.42093,17,17
O15374-2,425,46.86589,10,10
P30566-2,425,48.32757,21,21
P16070-13,425,46.26061,16,16
P25116,425,47.43983,13,13
E9PJ23,425,49.16181,22,21
Q06330-2,425,47.18008,14,14
Q8TAE7-2,425,48.53293,11,11
P22234,425,47.07882,19,19
Q8NBZ7-2,425,48.15117,16,16
Q16576,425,47.81974,16,16
Q8ND23-2,425,46.18418,16,16
Q9NX45,425,46.94027,23,23
Q9UBX2,424,44.939885,14,14
Q9UKS6,424,48.486465,21,21
P0CJ85,424,44.925865,14,14
Q52WX2,424,46.251265,16,16
P09110,424,44.291575,18,18
Q9Y608-4,424,48.293645,19,19
Q9BUB5-2,424,47.401595,18,18
Q8IUW3,424,46.177895,19,19
Q92563,424,46.778665,22,22
P11801,424,48.034745,22,22
Q96N77-4,424,48.019335,15,15
P21754,424,47.018035,15,15
O15527-4,424,47.236415,22,22
A8MV23,424,46.962355,14,14
Q9ULG6-3,424,48.569055,17,17
O95630,424,48.076515,23,23
Q15916,424,48.235395,23,23
Q15427,424,44.385475,11,11
P27986-3,424,49.964745,23,23
P0CJ86,424,44.925865,14,14
Q0VDG4,424,48.543965,17,17
O95125-2,424,48.951595,16,16
Q96BI1,424,44.844975,8,8
B4DS77,424,46.924815,17,17
Q9Y6M4-4,424,49.026765,24,24
Q96LX8,424,48.075815,18,18
Q9BS91,424,48.499905,16,16
Q00889-2,424,47.500865,24,24
P0CJ89,424,44.925865,14,14
P0CJ90,424,44.925865,14,14
P45984-4,424,48.310915,20,20
P47901,424,46.970345,16,16
A6NFN9,424,47.647275,23,23
O95393,424,48.046875,22,22
Q13309,424,47.760405,21,21
Q8NCW0-2,424,45.054285,17,17
P49023-4,424,46.603545,22,22
Q8IV63-3,424,47.501115,20,20
Q13946-3,424,48.827035,21,21
Q15842,424,47.967455,15,15
Q86SH2,424,45.872075,24,24
Q5QJ74,424,48.194515,22,22
Q9Y2G5-1,424,48.895385,21,21
O00499-10,424,47.490265,24,24
P23381-2,424,48.179235,22,22
Q09028-2,424,47.584255,13,13
P45984,424,48.138655,20,20
P49802-4,424,49.386755,20,20
Q9H2A9,424,48.833575,15,15
Q96EB1,424,46.587165,23,23
P35900,424,48.486315,28,28
P0CJ88,424,44.925865,14,14
Q9UKC9,423,47.061,26,26
O00231-2,423,47.53424,27,27
Q86U06-2,423,46.70786,18,18
Q86VE9,423,47.00871,20,20
P11117,423,48.34392,19,19
Q9Y6M4-3,423,48.89765,24,24
